idHandschrift,CensusCat,Bibliothek,Signatur,Art,Herkunft,Datierung,Inhalt,DIAMM_Online,Verloren,Notizen,genutzt
2132,SegC s.s.,10032,s.s.,7004,6094,8335,"Contents: 9 Masses, 2 Kyrie settings, 1 Christe, 1 Contrafactum of a Christe, 1 Gloria, 1 Credo, 4 Magnificat settings, 1 Magnificat verse, 1 Te deum, 8 Hymns, 2 Lamentations, 43 Motets, 2 Spanishe sacred pieces, 84 franco-flemish secular pieces, 6 Italianische secular pieces, 35 Spanishe pieces, 4 textless pieces\n",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2020,0,"Additional names: Cancionero musical de Segovia; Cancionero del Alcázar\nC. 1498-1515. Provenience: Segovia or Toledo? Choirbook, 207 of originally at least 228 folios preserved, paper 291 × 215 mm. Original foliation in ink v-ccxxviii, original gathering signatures (´Lagenzählung´). Missing folios: i-iii, vi-viii, ciiii-cxi, cxcix, ccvi, ccxviii-ccxxi, ccxxiii. Original parchment cover. Title on the cover: Canto de organo. One main scribe and one other scribe for the music, at least 3 scribes wrote the texts. The main scribe copied the franco-flemish secular pieces and also the Spanish pieces. The text of the Spanish pieces, however, was entered by a different scribe. Partly decorated with ornamented initials, partly the space intended for the initials was left blank. Unidentified watermark: glove with six-petalled flower. The manuscript is ordered systematically by forms and decreasing number of parts: sacred pieces beginning with masses, franco-flemish secular pieces, duos and Spanish secular pieces. The manuscript may have originated close to the Chapel of the Catholic kings. Entry on fol. 227v: Don Rodrigo. This could be linked to Don Rodrigo de Tordesillas, the executor of Queen Isabel; however, there is no final proof for this assumption. Was transferred to the Cathedral archive of Segovia in around1525 by the Alcázar.",1
2133,FlorBN Magl. 107bis,10042,MS Magl. XIX.107bis ,7004,6026,8431,"8 Mass Ordinary sections, 4 motets, 18 French secular pieces, 5 Spanish secular pieces, 2 Italian secular pieces, 1 Flemish secular piece, 4 textless pieces = 42\n(The textless pieces have been identified as 1 motet, 2 French secular pieces, and 1 Italian secular piece; an additional 2 Mass sections and 2 Italian secular pieces listed in the original index are now missing)\n(A. Agricola/Hayne van Ghizeghem)-1, (Brumel)-2, (Busnois/ Japart)-1, (Compère)-4, (Compère/Vaqueras)-1, (Encina)-3, (Escobar)-1, (Hayne van Ghizeghem/M. Agricola)-1, Isaac-5, (Isaac/Japart/Obrecht)-1, Japart-2, Josquin-4, (Leo X)-1, (Ninot 1e Petit)-1, anon-14",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1401,0,Main part of manuscript copied before 1513 (index refers to Leo only as a cardinal). Copied in Florence (AtlCM).,1
2134,RegB 940-1,10024,A. R. 940-941,7004,6010,8317,"1 Mass, 1 Mass Ordinary section, 1 Mass Proper section, 1 Te Deum, 1 hymn, 117 motets, 3 Latin/German sacred pieces, 11 German sacred pieces, 61 French secular pieces (some with text incipits only, some without text, some with title ""Gallicum""), 54 German secular pieces, 42 Italian secular pieces, 13 Latin secular pieces, 6 Latin/German secular pieces = 312+2 duplicates = 314",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=3650,0,"4 Stimmbücher\n5 paper partbooks (D-226 folios, A-224, T-236, B-214, Q-iii + 128), 153 x 202. No foliation or pagination in DATB; Q, has original(?) foliation, 1-90 (number ""8"" omitted) + new pencil foliation, 91-99 (last 30 folios not numbered). Original ink numbering of pieces, 1-311 (last three pieces not numbered). Original covers of yellow leather tooled with floral designs, voice designations, coat of arms of Saxony, date ""1557,"" initials ""W.K.R."" [= Wolfgang Küffer Ratisbonensi], and portraits of Huss, Luther, Melanchthon, and Erasmus. Original index at end of T book groups pieces alphabetically by first letter of text or title; under each letter, pieces grouped in following order: (1) Latin works; (2) German works; (3) French or Italian works (""Gallica""). Within each subgroup, pieces listed in order of appearance.\nCopied by Wolfgang Küffer (see below), with slightly later additions by five other scribes. Small plain initials in red ink; headings, some clefs, and some staves also in red ink. Ff. 43-99 of Q book contain Latin, Greek, and German prose and poetry dealing mostly with musical topics, four full-page colored illustrations with musical subjects, two unidentified coats of arms (presumably related to Wolfgang Küffer´s circle), and several dedicatory inscriptions to Küffer from friends and associates.\nWatermarks: (1) generally resembles Briquet #12366; (2) resembles Briquet #12380; (3) dog (not in Briquet); (4) resembles Briquet #5940, #5942, #5944; (5) resembles Briquet #4970-1; (6) resembles Briquet #15416, #15427; (7) resembles Briquet #15442; (8) resembles Briquet #1394-5.\n1557-9, with a few additions after 1566 (BrenneH). Copied in Wittenberg and Regensburg. The compiler and original owner was Wolfgang Küffer (alias ""Saliterer""; biographical details in BrenneH).",1
2135,BasU kk.II.32 (AP),10005,kk.II.32 ,7011,6088,,"Benedictus from the Missa Quant j´ay au cuer by Heinrich Isaac, added to f. 43 of the printed volume: Canzoni, Roma: A. Antico 1510 ( = RISM 1510)\n",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=3856,0,,1
2136,BolC Q18,10039,Q.18 ,7004,6043,8363,"1 Agnus, 26 motets, I Latin/Italian secular piece, 28 Italian secular pieces, 23 French secular pieces, 3 Flemish secular pieces, 2 Spanish secular pieces, 2 pieces with solmization incipits (including Isaac´s ""La mi 1a sol""), 4 textless pieces (identified from concordant sources as 1 Mass Ordinary section, 2 Italian secular pieces, and 1 French secular piece) = 90",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1389,0,Early 16th century. Copied in Bologna.\n,1
2137,FlorBN Panc. 27,10042,MS Panciatichiano 27 ,7004,6044,8412,"4 Mass sections, 5 Magnificats, 10 hymns, 2 Lamentations, 76 motets, 73 Italian secular pieces, 10 French secular pieces, 1 Flemish secular piece, 6 textless pieces = 187",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1400,0,"Early 16th century (BecherC). Copied in northern Italy, probably at the Mantuan court (AtlCM); copied in Florence or somewhere in Tuscany (JepFR).",1
2138,SGallS 462,10006,"MS 462 (""Heer Liederbuch"")",7004,6075,8266,"2 Mass Ordinary sections (both without text), 12 motets (2 without text), 2 motet-chansons, 1 German sacred piece, 49 German secular pieces, 13 French secular pieces, 5 Italian secular pieces, 3 textless pieces = 87",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=959,0,"1510 (earliest layer), with additions to ca. 1530. Copied mostly in Paris, with later additions in Glarus. Compiled by Johannes Heer (ca. 1489-1553) of Glarus (inscription inside front cover and on f. 87v: ""Johannes Heer est possessor huius libri""; ""Je suys au maistre Jehan her de glaris Lesquel moy / tient en grand honneur""); Heer was a friend of the chronicler Aegidius Tschudi (1505-72), also of Glarus. Manuscript passed to Tschudi following Heer´s death; subsequent history same as for SGallS 463 and SGallS 464.\n",1
2139,BasU F.IX.22 (AP),10005,MS F.IX.22 ,7010,6089,8336,,http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=3822,0,"Organ tablature; 113 leaves, 16 x 22.5 cm.",1
2140,MunU 718 (AP),10021,4° Cod. ms. 718,7006,6039,8281,&nbsp;,http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0052_b055_jpg.htm,0,http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0052_b055_jpg.htm,1
2141,VienNB Mus. 18688 (AP),10002,Mus.Hs.18688,7010,6074,8333,"Ordinariumssätze, dt. Lieder, frz. Chansons, Praeambeln, Ricercare, Tänze",http://data.onb.ac.at/rec/AL00543315,0,"Lautentabulatur Craus, Stephan, ca. 16. Jh. [Besitzer] (lt. OPAC Wien &amp; Stähelin, Messen I, S. XLIII",1
2142,BerlS 40632 (AP),10011,MS 40632,7010,6002,8428,"freie Instrumentalsätze, frz. Chasons, MAdrigale, dt. &amp; niederl. Lieder, lat. Motetten",,0,dt. Lautentabulatur für 6-chörige LAute,1
2143,TurBN 59 (AP),10055,"MSqm III, 59",7004,6071,8424,"Ordinariumssätze, Motetten, Antiphonen, frz. Chansons, nl. Lieder, it. Madrigale",,0,"Nach Stähelin, ""Die Messen Heinrich Isaacs"" I, S. XLI",1
2144,SienBC K.I.2,10053,K.I.2,7003,6092,8224,"6 Masses (3 incomplete), 1 Sanctus-Agnus pair (incomplete), 2 Glorias (1 incomplete), 2 Credos (incomplete), 1 Mass Ordinary fragment, 10 Magnificats (4 incomplete), 21 psalms, 24 hymns, 23 motets (5 incomplete), 4 textless pieces (3 incomplete) = 94",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1502,0,"Date/provenance: 1481 (earliest layer), with additions extending into first quarter of 16th century (D´AccS). Copied in Siena, for use by cathedral choir (D´AccS).",1
2145,CasAC M(D),10041,M(D),7003,6019,8273,"11 Messen, 1 Credo, 4 Motetten",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=241,0,"evtl. komissioniert von Guglielmo Marchio Paleogo, Marquis von Monferrato (r. 1494-1518)",1
2146,LinzBS 529,10001,529,7004,6073,8342,"2 Masses, 1 Gloria, 1 Sanctus, 1 Requiem Mass section, 2 Mass Proper sections, 2 Magnificats, 3 hymns, 3 motets, 6 French secular pieces, 5 German secular pieces, 13 textless pieces = 39*",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2957,0,Probably copied in northern Austria.,1
2147,ZwiR 13/3,10029,"Ms.XIII,3",7006,6112,8423,,http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2748,0,,1
2148,AmstT 27 (NJE 3.3.),10059,"Ms. 208, A.27",7010,6002,8429,"freie Instrumentalsätze, Tänze, dt. &amp; niederl. Lieder, frz. Chansons, ital. MAdrigale, lat. Motetten",,0,dt. Lautentabulatur,1
2149,WarSM 564 (NJE 3.3.),,Ms. 564,7010,6078,8426,Orgeltabulatur,,1,"1944 zerstört, Vorkriegsfotographien in Warschau &amp; Harvard, Infos lt. Stähelin",1
2150,ZürZ 301 (NJE 3.3.),10007,Ms. 301,7010,6090,8432,47 Stücke für Tasteninstr.,,0,Orgeltabulatur d. Glemens Hör,1
2151,BarcBC 454,10030,MS 454,7004,6093,8413,"5 mass settings, 1 fragmentary Gloria, 2 kyrie settings, 11 magnificat settings, 1 passion setting, 7 hymns, 2 antiphons, 2 psalm settings, 2 responsories, 4 versicles, 2 alleluia settings, 30 motets, 3 canones, 2 chorale melodies, 28 villancicos, 1 chanson, 10 falsobordone settings, 7 untexted pieces.",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1530,0,"Dates in the manuscript: 1525, 1530, 1532 and 1535. Was bought in 1892 for the Bibliotecade Catalunya; previous owner was Carreras y Dagas from Gerona.",1
2152,BasU F.VI.26h,10005,F.VI.26h,7004,6008,8360,"1 Kyrie, 1 Credo, 5 Mass Proper sections, I Magnificat, 4 hymns, 4 motets, 1 German secular piece, 3 textless pieces = 20*",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2819,0,"Probably copied in Basel or vicinity. Possibly acquired by present library in 1823, from collection of Remigius Faesch, a Basel lawyer.\n",1
2153,BrnoAM 15/4,10008,"fond V 2 Svatojakubská knihovna, sign. 15/4",7005,6021,8310,Recently rediscovered choirbook containing masses by Josquin; the first 10 folios (including title pages) are lacking.,http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=4017,0,,1
2154,VatG XII.2,10052,MS Cappella Giulia XII 2,7003,6081,8379,"14 Masses, 2 motets = 16",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1496,0,"Copied in Rome, for use by Cappella Giulia.",1
2155,VatS 154,10052,MS Capp.Sist. 154,7005,6081,8398,"4 Masses: Billon-1, Josquin-1, (La Rue)-1, Morales-1",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2642,0,"Copied in Rome, for use by Cappella Sistina.",1
2156,MunBS 260,10020,Mus. MS 260,7001,6067,8292,"100 bicinia*(Drawn from 47 Mass Ordinary sections, 3 Magnificats, 10 motets, 36 French secular pieces, 3 Dutch secular pieces, 1 textless piece.) (1 with discantus part only), 4 German sacred pieces (later additions) = 104 + 1 duplicate = 105",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2210,0,"Probably copied in Low Countries (Rifkin, based on script); German pieces perhaps added in Augsburg (RRMR). Possibly belonged to Johann Heinrich Herwart (1520-83) of Augsburg. Herwart collection purchased by Wilhelm V, Duke of Bavaria, in 1585; placed in court library at Munich, whose holdings formed foundation of present Bayerische Staatsbibliothek.",1
2157,PragNL 59R5117  (NJE 3.1.),10010,59 R 5117,7005,6097,8215,http://www.manuscriptorium.com/apps/main/en/index.php?request=show_record_num&amp;param=0&amp;mode=&amp;client=,http://www.manuscriptorium.com/apps/main/en/index.php?request=show_record_num&param=0&mode=&client=,0,"Při vazbě bylo zaměněno pořadí složek VII a VIII. Vazba provedena asi v polovině 16. století: slepotisk na hnědé kůži, ornamentální výplň zarámována dvěma pásy miniaturních medailonků s portréty osobností spjatých s renesancí a humanismem (Erasmus Rotterdamský, Jan Hus, Philipp Melanchton aj.). Na konci rukopisu vyříznuto v nové době asi 26 listů.",1
2158,RoccaP s.s.,10050,s.s.,7007,6080,8277,"Liturgical book, with polyphony: 1 Magnificat, 1 Magnificat tone formula, 2 psalm tone(?) formulas, 4 motets, 1 Italian secular piece, 1 textless canon = 10",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=771,0,"1519 (date on f. 54 applies to main corpus); polyphony added ca. 1570-90, or perhaps earlier (ZiinoDP). Copied in Rocca di Mezzo.",1
2159,SGallS 463,10006,463,7004,6035,8396,"1 Gloria, 1 Agnus (without text), 3 hymns, 72 motets, 2 motet-chansons, 49 German secular pieces, 29 French secular pieces, 19 Italian secular pieces, 1 Latin/Italian secular piece (with Latin psalm text in this source), 4 Latin secular pieces, 1 Spanish secular piece, 1 dance, 4 textless pieces = 187",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=960,0,"Copied in Glarus or vicinity. Compiled by the soldier, statesman, and chronicler Aegidius Tschudi (1505-72), who studied with the theorist Heinrich Glareanus at Basel; manuscript reflects Glareanus´ concepts of modal theory. Belonged to Tschudi family members until 1767, then sold by Baron Leodegar Tschudi to Benedictine monastery at Saint Gall.",1
2160,TrevBC 9,10057,9,7005,6103,8323,"9 Masses, 1 Credo, 1 Sanctus-Agnus pair, 4 Mass Proper sections, 1 doxology =16",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2578,0,"Copied in Treviso, for use by cathedral choir.",1
2161,MunBS 272 (NJE 3.3),10020,Mus.ms. 272,7010,6002,8427,"dt. Lautentabulatur: Instrumentalsätze, Tänze, MAdrigale, Chansons, Motetten",http://daten.digitale-sammlungen.de/~db/0003/bsb00031731/images/,0,urn:nbn:de:bvb:12-bsb00031731-1,1
2162,BerlPS Mus. Ms. Theor. 1175,10011,Mus. Ms. Theor. 1175,7006,6020,8400,,http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=1560,0,Of German origin. Owned in early 19th century by C. G. Murr of Nuremberg. Later owned by Johann Nikolaus Forkel (1749-1818) and Georg Poelchau (1773-1836); passed to present library in 1841.,1
2163,ChiN 107501 (AP),10065,107501,7010,6106,8377,,,0,Capirole lute book,1
2164,RegB 878-82,10023,MS A.R. 878-882,7003,6079,8326,"1 Mass, 1 Mass Proper section, 4 psalms (3 with corresponding monophonic antiphons), 3 hymns, 22 motets, 3 German sacred pieces = 34\n",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=3619,0,"Copied in Regensburg, probably for use by choir of Gymnasium Poeticum in local evangelical services.",1
2165,ToleBC 21,,Ms. 21,7003,6100,8308,"1 Mass, 1 Requiem, 1 Agnus, 2 Kyrie-settings, 4 Responsories, 9 Psalms, 2 Hymns, 21 Motets, 1 Lamentation, 2 Antiphons, 1 sacred piece in Spanish",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2559,0,"Provenience: Toledo, Cathedral.",1
2166,I-Rpol 1517/3,10049,I-Rpol 1517/3,7011,,,,,0,Handschriftl. Zusatz zu RISM 1517/3 (lt. Boorman),1
2167,MunBS 53,10020,Mus. Ms. 53,7005,6108,8367,18 Credos,http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2205,0,"Presumably copied in Vienna, for use by the imperial court chapel of Maximilian I (1459-1519). Probably taken to Munich by Ludwig Senfl ca. 1523, when he began serving at the court chapel of Wilhelm IV, Duke of Bavaria (1493-1550). Kept in Munich Hofkapelle library until end of 18th century, then transferred to ducal court library, whose holdings formed foundation of present Bayerische Staatsbibliothek.",1
2168,CasAC L(B),10041,L(B),7003,6019,8275,"5 Masses, 3 Credos, 5 motets = 13",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=3229,0,"Copied at Casale Monferrato; may have been commissioned by Guglielmo Marchio Paleologo, Marquis of Monferrato (r. 1494-1518).",1
2169,BerlGS 7,10011,MS XX. HA StUB Königsberg Nr. 7,7003,6047,8392,"13 Masses, 1 Kyrie-Gloria pair, 2 Credos, 1 Te Deum, 77 motets, 4 sets of responses, 1 German sacred piece = 99",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2809,0,"Kopiert von Matthias Krüger, möglicherweise in Königsberg, aber eine andere ostpreußische Herkunft ist ebenfalls möglich. (NJE 13.6)",1
2170,Paris Thibault,10035,ms. Tl. 1,7010,6072,8334,"Motetten, Frottolen, frz. Chansons, Ricercari, Tänze",,0,"In Paris, Bibliotheque G. Thibault (lt. RISM jetzt in F-Pn), Angaben nach Stähelin  Italienische Lautentabulatur",1
2171,Heidelberg Kapellinventar,,Ms. Pal. Germ. 318,7007,6038,8302,Inventarisiert Musikalien der Hofkapelle,,0,Musikalienverzeichnis der Heidelberger (Neuburger?) Hofkapelle; s. Stähelin,1
2172,VatS 64,10052,Capp.Sist. 64,7003,6081,,"1 Mass, 1 Credo fragment (without text),2 Magnificats, 1 hymn, 4 motets (1 fragmentary) = 9",http://www.diamm.ac.uk/jsp/Descriptions?op=SOURCE&sourceKey=2637,0,"Ca. 1538-76 (main corpus); late 15th century (ff. 4-13); last quarter of 16th century (index and f. 3v). Copied in Rome, for use by Cappella Sistina.\n",1
2173,BolC A69 [AP],10039,A69,7006,,8343,Franchinus Gaffurius: Tractatus practicabilium proportionum,http://www.bibliotecamusica.it/cmbm/scripts/gaspari/scheda.asp?id=1973,0,,1
